customer_choice_number,universal_style_number,division_description,department_description,class_description,subclass_description,product_tag_category_group,product_tag_activity,product_tag_style,search_color,ga_superclass,ga_activity,price,average_rating,total_reviews,product_description,activity_description
825599002,825599,WOMENS,APPAREL,SHORT WOVEN,8 UNDER,Bottoms,Run & Train,Shorts,MULTI,bottoms,run,49.0,4.8,140.0,"Womens Bottoms
Weekender Run Short
Color: MULTI (JASPER ABSTRACT WHITE)
Activity: Run & Train
About Fit and Sizing: Semi-fitted, skims easily over the body; Mid rise, sits below the natural waist; Inseam: Regular: 3""
Material details: 86% Recycled Polyester/14% Spandex
Fabric performance: Abrasion Resistant; Quick Dry; UPF; Stretch; Wrinkle Resistant
Additional features: Pockets
Collection: Weekender
","FOR: Fun runs and coffee runs, plus sports and outdoor adventures; FEEL: Featherweight Stretch is made with recycled polyester and feels light as air; FAVE: Gathered-elastic waistband with continuous drawstring stays put and won't roll or dig; Easy-access pockets to stash your essentials; Built-in brief is lightweight and ultra-soft with sweat-wicking properties; Hidden zip pocket secures your card or key; Reflective detailing for workouts at dawn or dusk
Run & Train"
825599012,825599,WOMENS,APPAREL,SHORT WOVEN,8 UNDER,Bottoms,Run & Train,Shorts,WHITE,bottoms,run,29.4,4.8,140.0,"Womens Bottoms
Weekender Run Short
Color: WHITE (BRIGHT WHITE)
Activity: Run & Train
About Fit and Sizing: Semi-fitted, skims easily over the body; Mid rise, sits below the natural waist; Inseam: Regular: 3""
Material details: 86% Recycled Polyester/14% Spandex
Fabric performance: Abrasion Resistant; Quick Dry; UPF; Stretch; Wrinkle Resistant
Additional features: Pockets
Collection: Weekender
","FOR: Fun runs and coffee runs, plus sports and outdoor adventures; FEEL: Featherweight Stretch is made with recycled polyester and feels light as air; FAVE: Gathered-elastic waistband with continuous drawstring stays put and won't roll or dig; Easy-access pockets to stash your essentials; Built-in brief is lightweight and ultra-soft with sweat-wicking properties; Hidden zip pocket secures your card or key; Reflective detailing for workouts at dawn or dusk
Run & Train"
828718012,828718,WOMENS,APPAREL,SHORT SLEEVE KNIT,HIP,Tops,,Active Tops; Short Sleeve,WHITE,tops,all day active,45.0,4.6,787.0,"Womens Tops
Essential Tee
Color: WHITE (BRIGHT WHITE)
About Fit and Sizing: Relaxed with room to move; High hip, sits at the high hip; Crew neck
Material details: Solid Colors: 90% SUPIMA® Cotton/10% Elastane
Fabric performance: Breathable
Collection: Essential
","FOR: Commuting, work, and travel; FEEL: Lightweight SUPIMA® cotton fabrication; FAVE: An everyday essential
"
828858042,828858,WOMENS,APPAREL,SWEATSHIRT,LONG,Tops,Yoga & Studio; Restore,Active Tops; Sweatshirts,GREEN,tops,recover,39.97,4.8,418.0,"Womens Tops
Presence Sweatshirt
Color: GREEN (OXIDIZED GREEN (ARCHRO)
Activity: Yoga & Studio; Restore
About Fit and Sizing: Relaxed with room to move; Covers your assets: longer length for more coverage; Crew neck; Body length in size medium: Regular: Front 27"" Back 28.5""
Material details: 75% TENCEL™ Modal/22% Polyester/3% Lycra
Fabric performance: Breathable
Additional features: Thumbholes
Final Sale","FOR: Yoga or studio practice; FEEL: Lightweight with a super-soft rib texture; FAVE: Thumbholes hold sleeves in place and keep warmth in
Yoga & Studio; Restore"
830446042,830446,WOMENS,APPAREL,SHORT SLEEVE KNIT,HIP,Tops,,Active Tops; Short Sleeve; Shirts & Blouses,GREEN,tops,all day active,55.0,4.7,163.0,"Womens Tops
Renew Seamless Crewneck Tee
Color: GREEN (ASPEN OLIVE)
About Fit and Sizing: Fitted next to the body; High hip, sits at the high hip; Crew neck
Material details: 100% Recycled Polyester
Fabric performance: Breathable; Wicking
Collection: Renew
Online Exclusive","FOR: Commuting, work, and travel; FEEL: Seamless construction for maximum comfort and minimal chafing; FAVE: An elevated essential
"
830649022,830649,WOMENS,APPAREL,SHORT SLEEVE KNIT,HIP,Tops,,Active Tops; Short Sleeve,BLUE,tops,all day active,45.0,,,"Womens Tops
Essential Slub Tee
Color: BLUE (NAVY)
About Fit and Sizing: Semi-fitted, skims easily over the body; High hip, sits at the high hip; Crew neck
Material details: 100% Cotton
Fabric performance: Breathable
Collection: Essential
","FOR: Travel, vacation, or exploring your town or city; FEEL: Lightweight Slub fabric is breathable and has subtle texture; FAVE: Everyday essential
"
830700022,830700,WOMENS,APPAREL,SLEEVELESS KNIT,LONG,Tops,,Active Tops; Tank,BLACK,tops,studio,45.0,,,"Womens Tops
With Ease Hybrid Tank
Color: BLACK (BLACK)
About Fit and Sizing: Semi-fitted, skims easily over the body; Regular length, hits at low hip; Crew neck
Material details: 56% Recycled Polyester/37% TENCEL™ Modal/7% Spandex
","FOR: Yoga or studio practice; FEEL: Soft, premium-weight comfort with luxurious TENCEL™ fibers that drape beautifully; FAVE: Easy fit allows for freedom of movement
"
830714022,830714,WOMENS,APPAREL,SLEEVELESS KNIT,HIP,Tops,Run & Train,Active Tops; Tank,BLACK,tops,train,49.0,3.8,16.0,"Womens Tops
Solar UPF Tank
Color: BLACK (BLACK)
Activity: Run & Train
About Fit and Sizing: Semi-fitted, skims easily over the body; High hip, sits at the high hip; Crew neck
Material details: 91% Recycled Polyester/9% Spandex
Fabric performance: UPF; Breathable; Quick Dry; Wicking
","FOR: Medium to high-impact workouts at the gym, studio, or outdoors; FEEL: Airy, knit fabric has perfect stretch and a smooth hand-feel; FAVE: Crossback detail can be worn open or tied
Run & Train"
830733012,830733,WOMENS,APPAREL,SLEEVELESS KNIT,HIP,Tops,Run & Train,Active Tops; Tank,BLACK,tops,train,49.0,4.7,29.0,"Womens Tops
Interval Tank
Color: BLACK (BLACK V2 (ARCHROMA))
Activity: Run & Train
About Fit and Sizing: Fitted next to the body; High hip, sits at the high hip; Scoop neck
Material details: 77% Recycled Polyester/23% Elastane
Fabric performance: UPF; Breathable; Quick Dry; Wicking; Compression
Collection: Interval
","FOR: Medium to high-impact workouts at the gym, studio, or outdoors; FEEL: PowerMove fabric is sleek, weightless, and helps keep you cool with quick-drying properties; FAVE: Just-right compression to hold you in during high intensity workouts; Pairs perfectly with your favorite sports bra
Run & Train"
830756012,830756,WOMENS,APPAREL,SHORT SLEEVE KNIT,HIP,Tops,Run & Train,Active Tops; Short Sleeve,GRAY,tops,train,47.2,5.0,3.0,"Womens Tops
Solar UPF Tee
Color: GRAY (HEATHER GREY)
Activity: Run & Train
About Fit and Sizing: Relaxed with room to move; High hip, sits at the high hip; Crew neck
Material details: 91% Recycled Polyester/9% Spandex
Fabric performance: UPF; Breathable; Quick Dry; Wicking
","FOR: Medium to high-impact workouts at the gym, studio, or outdoors; FEEL: Airy, knit fabric has perfect stretch and a smooth hand-feel; FAVE: Crossback detail can be worn open or tied
Run & Train"
830756032,830756,WOMENS,APPAREL,SHORT SLEEVE KNIT,HIP,Tops,Run & Train,Active Tops; Short Sleeve,WHITE,tops,train,47.2,5.0,3.0,"Womens Tops
Solar UPF Tee
Color: WHITE (BRIGHT WHITE)
Activity: Run & Train
About Fit and Sizing: Relaxed with room to move; High hip, sits at the high hip; Crew neck
Material details: 91% Recycled Polyester/9% Spandex
Fabric performance: UPF; Breathable; Quick Dry; Wicking
","FOR: Medium to high-impact workouts at the gym, studio, or outdoors; FEEL: Airy, knit fabric has perfect stretch and a smooth hand-feel; FAVE: Crossback detail can be worn open or tied
Run & Train"
830767032,830767,WOMENS,APPAREL,SLEEVELESS KNIT,LONG,Tops,Run & Train,Active Tops; Tank,PINK,tops,run,24.97,5.0,1.0,"Womens Tops
Momentum Seamless Tank
Color: PINK (ICEPLANT PURPLE)
Activity: Run & Train
About Fit and Sizing: Fitted next to the body; Regular length, hits at low hip; Scoop neck
Material details: 100% Nylon
Fabric performance: Breathable; Quick Dry; Wicking
Additional features: Hem Grippers
Collection: Momentum
Final Sale","FOR: Medium to high-impact workouts at the gym, studio, or outdoors; FEEL: Seamless construction for maximum comfort and minimal chafing; FAVE: Grippers at inner hem to prevent it riding up
Run & Train"
837437012,837437,WOMENS,APPAREL,SKORT KNIT,SKORT KNIT,Bottoms,Yoga & Studio; ,Skorts,BLACK,bottoms,studio,24.97,4.7,789.0,"Womens Bottoms
Transcend Skort
Color: BLACK (BLACK)
Activity: Yoga & Studio; 
About Fit and Sizing: Fitted next to the body with a high-rise waistband; Sits at the natural waist; Regular, hits at mid thigh; Inseam: Regular: 4"" Plus: 4.5""
Material details: 75% Nylon/25% Lycra
Fabric performance: Quick Dry; Wicking
Collection: Transcend
Final Sale","FOR: Travel, vacation, or exploring your town or city; FEEL:  fabric with enhanced LYCRA® fiber is our lightest-feel yoga fabric for a barely there, yet fully covered sensation; FAVE: Second-skin fabric stretches to your body and maintains its shape with an ultra-lightweight waistband for freedom of movement; Hidden, internal key/card pocket in waistband; Scrunch up or down to your desired length; Made with our innovative VitaFree fabric, our leggings/pants are designed for your ultimate distraction-free practice; For a more compressive sensation, we recommend our Salutation or Elation Tights
Yoga & Studio; "
841559052,841559,WOMENS,INTIMATES,BRAS,WIRELESS,Bras or Support Tops; Tops,Yoga & Studio,Bras,WHITE,intimates,studio,55.0,4.6,273.0,"Womens Bras or Support Tops; Tops
Transcend V-Neck Crop Bra A-C
Color: WHITE (BRIGHT WHITE)
Activity: Yoga & Studio
About Fit and Sizing: Designed for A-C cups; IMPACT: For light-impact workouts; LOW COVERAGE: Our lowest cut neckline
Material details: 75% Nylon/25% Lycra®
","BEST FOR STUDIO: yoga + barre + pilates; IMPACT: Light-impact workouts, best for A-C cups; FEEL:  fabric with enhanced LYCRA® fiber is our lightest-feel yoga fabric for a barely there, yet fully covered sensation; FAVE: Second-skin fabric stretches to your body and maintains its shape with an ultra-lightweight waistband for freedom of movement
Yoga & Studio"
841560052,841560,WOMENS,INTIMATES,BRAS,WIRELESS,Bras or Support Tops; Tops,Yoga & Studio,Bras,WHITE,intimates,studio,38.5,4.7,180.0,"Womens Bras or Support Tops; Tops
Transcend V-Neck Crop Bra D-DD
Color: WHITE (BRIGHT WHITE)
Activity: Yoga & Studio
About Fit and Sizing: Designed for D-DD cups; IMPACT: For light-impact workouts; LOW COVERAGE: Our lowest cut neckline
Material details: 75% Nylon/25% Lycra®
","BEST FOR STUDIO: yoga + barre + pilates; IMPACT: Light-impact workouts, best for D-DD cups; FEEL:  fabric with enhanced LYCRA® fiber is our lightest-feel yoga fabric for a barely there, yet fully covered sensation; FAVE: Second-skin fabric stretches to your body and maintains its shape with an ultra-lightweight waistband for freedom of movement
Yoga & Studio"
842241002,842241,WOMENS,APPAREL,JACKET-OTHER,LONG,Outerwear,,Jackets,WHITE,outerwear,all day active,129.99,4.4,151.0,"Womens Outerwear
Everyday Anorak
Color: WHITE (BRIGHT WHITE V2 (ARCHR)
About Fit and Sizing: Relaxed with room to move; Length hits above the knee; Body length in size medium: Regular: Front 38"" Back 41"" Petite: Front 36"" Back 39"" Tall: Front 40"" Back 43""
Material details: 100% Recycled Polyester
Fabric performance: Breathable; Water Repellant; Wind Resistant; Abrasion Resistant; UPF
Additional features: Pockets
","FOR: Commuting, work, and travel; FEEL: Recycled polyester fabrication is sleek with a soft hand-feel; FAVE: Adjustable bungee cords on hood and waist make your fit easy to customize ; Adjustable hem for a custom fit; Secure zip pockets to store your essentials
"
842241022,842241,WOMENS,APPAREL,JACKET-OTHER,LONG,Outerwear,,Jackets,BLUE,outerwear,all day active,129.99,4.4,151.0,"Womens Outerwear
Everyday Anorak
Color: BLUE (COASTLINE BLUE (COLORO)
About Fit and Sizing: Relaxed with room to move; Length hits above the knee; Body length in size medium: Regular: Front 38"" Back 41"" Petite: Front 36"" Back 39"" Tall: Front 40"" Back 43""
Material details: 100% Recycled Polyester
Fabric performance: Breathable; Water Repellant; Wind Resistant; Abrasion Resistant; UPF
Additional features: Pockets
","FOR: Commuting, work, and travel; FEEL: Recycled polyester fabrication is sleek with a soft hand-feel; FAVE: Adjustable bungee cords on hood and waist make your fit easy to customize ; Adjustable hem for a custom fit; Secure zip pockets to store your essentials
"
842431002,842431,WOMENS,INTIMATES,BRAS,WIRELESS,Bras or Support Tops; Tops,,Bras,MULTI,intimates,train,44.99,,,"Womens Bras or Support Tops; Tops
Ultimate Longline Bra A-C
Color: MULTI (ZEBRA BLACK)
About Fit and Sizing: Designed for A-C cups; IMPACT: For medium-impact workouts; MEDIUM COVERAGE: Mid-rise neckline strikes the balance between concealed and revealed; Padded, Removable 
Material details: 75% Recycled Polyester/25% Lycra
New to Sale","BEST FOR CARDIO: run + train + HIIT; IMPACT: Medium-impact workouts, best for A-C cups; FEEL: Recycled SuperSonic fabric is sleek with supportive compression; FAVE: Back closure allows for easy on/off wear experience
"
842674032,842674,WOMENS,APPAREL,SWEATSHIRT,HIP,Tops,Restore; ,Active Tops; Sweatshirts,BLACK,tops,recover,65.0,4.5,174.0,"Womens Tops
Coaster Luxe Recover High Hip Sweatshirt
Color: BLACK (BLACK)
Activity: Restore; 
About Fit and Sizing: Relaxed with room to move; High hip, sits at the high hip; Crew neck; Body length in size medium: Regular: Front 22"" Back 25""; Body length in size Plus/2X: Regular: Front 25"" Back 27""
Material details: Solid: 97% TENCEL™ Modal/3% SpandexRib Texture: 56% Cotton/40% TENCEL™ Modal/4% Elastane
Fabric performance: Breathable
Additional features: Thumbholes
Collection: Nirvana
","FOR: Lounge and restoration; FEEL: Nirvana is the softest fabric imaginable; FAVE: Thumbholes hold sleeves in place and keep you warm
Restore; "
842674042,842674,WOMENS,APPAREL,SWEATSHIRT,HIP,Tops,Restore; ,Active Tops; Sweatshirts,GREEN,tops,recover,65.0,4.5,174.0,"Womens Tops
Coaster Luxe Recover High Hip Sweatshirt
Color: GREEN (ASPEN OLIVE HEATHER)
Activity: Restore; 
About Fit and Sizing: Relaxed with room to move; High hip, sits at the high hip; Crew neck; Body length in size medium: Regular: Front 22"" Back 25""; Body length in size Plus/2X: Regular: Front 25"" Back 27""
Material details: Solid: 97% TENCEL™ Modal/3% SpandexRib Texture: 56% Cotton/40% TENCEL™ Modal/4% Elastane
Fabric performance: Breathable
Additional features: Thumbholes
Collection: Nirvana
","FOR: Lounge and restoration; FEEL: Nirvana is the softest fabric imaginable; FAVE: Thumbholes hold sleeves in place and keep you warm
Restore; "
842765052,842765,WOMENS,APPAREL,DRESS,KNIT OTHER,Dresses,Yoga & Studio,Dresses; Bodysuits,GREEN,dress,studio,53.4,4.5,45.0,"Womens Dresses
Salutation 7"" Bike Suit
Color: GREEN (JUNGLE GREEN)
Activity: Yoga & Studio
About Fit and Sizing: Fitted next to the body; Recommended for A-C cups; Inseam: Regular: 7"" Petite: 6"" Tall: 8.5""
Material details: Solid Colors: 75% Nylon/25% Lycra
Fabric performance: Breathable; Quick Dry; UPF; Wicking
Additional features: Pockets; Built-In Bra
Collection: Salutation
Final Sale","FOR: Yoga or studio practice; FEEL: Powervita fabric is buttery soft with support that feels like a gentle hug; FAVE: Bonded side stash pockets hold your essentials; Internal shelf bra with removable pads for support and coverage
Yoga & Studio"
842768032,842768,WOMENS,APPAREL,DRESS,WOVEN,Dresses,,Dresses; Jumpsuits,BLUE,dress,all day active,84.99,4.1,205.0,"Womens Dresses
Avenue Jumpsuit
Color: BLUE (NAVY)
About Fit and Sizing: Semi-fitted, skims easily over the body; One piece long romper; V-neck; Inseam: Regular/Plus: 28.5"" Petite: 26.5"" Tall: 31.5""
Material details: 86% Recycled Polyester/14% Spandex
Fabric performance: Breathable; Quick Dry; UPF; Wicking; Abrasion Resistant
Collection: Brooklyn
New to Sale","FOR: Commuting, work, and travel; FEEL: Featherweight Stretch is made with recycled polyester and feels light as air; FAVE: Drawcord can be tied at the waist for a custom fit
"
842770022,842770,WOMENS,APPAREL,DRESS,KNIT OTHER,Dresses,Yoga & Studio; ,Dresses,GREEN,dress,studio,115.0,4.5,51.0,"Womens Dresses
Transcend Dress
Color: GREEN (ASPEN OLIVE)
Activity: Yoga & Studio; 
About Fit and Sizing: Fitted next to the body; Hits above the knee; V-neck; Recommended for A-C cups
Material details: 75% Nylon/25% Lycra®
Fabric performance: Breathable; Quick Dry; Wicking; Stretch; UPF
Additional features: Built-In Shorts; Pockets
Collection: Transcend
Online Exclusive","FOR: Travel, vacation, or exploring your town or city; FEEL:  fabric with enhanced LYCRA® fiber is our lightest-feel yoga fabric for a barely there, yet fully covered sensation; FAVE: Built-in shorts for additional coverage with side stash pockets; Internal shelf bra with removable pads for support and coverage
Yoga & Studio; "
842782042,842782,WOMENS,APPAREL,DRESS,KNIT OTHER,Dresses,Yoga & Studio; ,Dresses,BLUE,dress,studio,99.0,4.3,34.0,"Womens Dresses
Vital Dress
Color: BLUE (NAVY)
Activity: Yoga & Studio; 
About Fit and Sizing: Semi-fitted, skims easily over the body; Hits above the knee; V-neck; Recommended for A-C cups
Material details: 75% Nylon/25% Lycra®
Fabric performance: Breathable; Quick Dry; UPF; Wicking
Additional features: Pockets; Built-In Bra
Online Exclusive","FOR: Travel, vacation, or exploring your town or city; FEEL: Powervita fabric is buttery soft with support that feels like a gentle hug; FAVE: Internal shelf bra with removable pads for support and coverage; Pair with your favorite bike short for additional coverage
Yoga & Studio; "
843207012,843207,ATHLETA GIRLS,GIRLS SWIMWEAR,ONE PIECE,OVER THE SHOULDER,Swim Tops or One Pieces,,Swimwear,BLUE,swimwear,water,41.25,4.2,17.0,"Athleta Girls Swim Tops or One Pieces
Athleta Girl One Shoulder Rib One Piece Swimsuit
Color: BLUE (OASIS BLUE)
About Fit and Sizing: Close to the body for live-in comfort; One piece
Material details: 84% Recycled Nylon/16% Elastane
Fabric performance: UPF
Final Sale","FOR: Swim, surf, paddle, and everything at the beach; FEEL: Soft and stretchy Lycra® Xtra Life fabric; FAVE: Mix and match prints and solids for a style unique to you
"
